epoch,split,loss,acc,macro_f1,ua,lr,wall_time
0,train,1.7577541919402133,0.24150360453141093,0.23018425703048706,,0.0005049999999999994,41.73849177360535
0,dev,1.7406093863879932,0.28426395939086296,0.18683744966983795,,0.0005049999999999994,41.73849177360535
1,train,1.6646305234343917,0.3218331616889804,0.2884584069252014,,1e-05,2.2397642135620117
1,dev,1.5882869468015783,0.35279187817258884,0.2897701561450958,,1e-05,2.2397642135620117
