epoch,split,loss,acc,macro_f1,lr,wall_time
1,train,1.876391459734012,0.21692362854069558,0.20098777115345,1e-05,143.4207248687744
1,dev,1.657862698038419,0.33156028368794327,0.2716996967792511,1e-05,143.4207248687744
