epoch,split,loss,acc,macro_f1,lr,wall_time
45,dev,1.0590242118604722,0.6706989247311828,0.6701873540878296,6.25e-05,15.194869756698608
46,train,0.7867307021435963,0.7769941225860622,0.7775187492370605,6.25e-05,15.037586688995361
46,dev,1.0743834914699677,0.6693548387096774,0.6699631810188293,6.25e-05,15.037586688995361
47,train,0.7841817262661026,0.7756507136859782,0.7761766910552979,3.125e-05,15.041917324066162
47,dev,1.0588429368311358,0.6774193548387096,0.6764059066772461,3.125e-05,15.041917324066162
48,train,0.7778428565546212,0.7758186397984886,0.7763184905052185,3.125e-05,15.219374179840088
48,dev,1.0664480559287532,0.6653225806451613,0.6639847159385681,3.125e-05,15.219374179840088
49,train,0.7800612638753102,0.7785054575986566,0.7794925570487976,3.125e-05,15.278565645217896
49,dev,1.0598025552688106,0.6720430107526881,0.6718556880950928,3.125e-05,15.278565645217896
50,train,0.7722329303442713,0.781696053736356,0.7822607159614563,3.125e-05,14.941148042678833
50,dev,1.0661262562198024,0.6653225806451613,0.6643234491348267,3.125e-05,14.941148042678833
51,train,0.7613368960748236,0.7890848026868178,0.7896963357925415,3.125e-05,15.085184097290039
51,dev,1.0617882628594675,0.6653225806451613,0.6651132106781006,3.125e-05,15.085184097290039
52,train,0.7790665844358114,0.7811922753988245,0.7815093994140625,1.5625e-05,15.232765913009644
52,dev,1.0560992571615404,0.6747311827956989,0.6747730374336243,1.5625e-05,15.232765913009644
53,train,0.7687439882611654,0.7890848026868178,0.7895206212997437,1.5625e-05,15.215938329696655
53,dev,1.0669938229745435,0.6666666666666666,0.6668965816497803,1.5625e-05,15.215938329696655
54,train,0.7600869352080257,0.782031905961377,0.7824422717094421,1.5625e-05,15.233776092529297
54,dev,1.0639725500537502,0.6720430107526881,0.6717089414596558,1.5625e-05,15.233776092529297
55,train,0.7756535328296293,0.78303946263644,0.7836577892303467,1.5625e-05,15.548923015594482
55,dev,1.0712584372489684,0.6747311827956989,0.6745561361312866,1.5625e-05,15.548923015594482
56,train,0.7521416224150294,0.7929471032745592,0.7932053804397583,1.5625e-05,15.191736459732056
56,dev,1.0606614158999534,0.6733870967741935,0.6733958721160889,1.5625e-05,15.191736459732056
